distance_m,x_m,y_m,elevation_m,segment_index
1206.0,-52.1269,-144.9271,-1.3313,22
1207.0,-51.1619,-144.6649,-1.3234,22
1208.0,-50.2007,-144.3889,-1.3155,22
1209.0,-49.2436,-144.0992,-1.3076,22
1210.0,-48.2907,-143.7958,-1.2998,22
1211.0,-47.3423,-143.4789,-1.2919,22
1212.0,-46.3985,-143.1485,-1.2840,22
1213.0,-45.4595,-142.8046,-1.2762,22
1214.0,-44.5255,-142.4473,-1.2683,22
1215.0,-43.5967,-142.0768,-1.2604,22
1216.0,-42.6733,-141.6930,-1.2525,22
1217.0,-41.7555,-141.2960,-1.2447,22
1218.0,-40.8434,-140.8860,-1.2368,22
1219.0,-39.9373,-140.4630,-1.2289,22
1220.0,-39.0373,-140.0271,-1.2211,22
1221.0,-38.1437,-139.5783,-1.2132,22
1222.0,-37.2565,-139.1169,-1.2053,22
1223.0,-36.3760,-138.6428,-1.1975,22
1224.0,-35.5024,-138.1562,-1.1896,22
1225.0,-34.6358,-137.6572,-1.1817,22
1226.0,-33.7765,-137.1458,-1.1738,22
1227.0,-32.9245,-136.6223,-1.1660,22
1228.0,-32.0801,-136.0866,-1.1581,22
1229.0,-31.2435,-135.5389,-1.1502,22
1230.0,-30.4147,-134.9793,-1.1424,22
1231.0,-29.5941,-134.4079,-1.1345,22
1232.0,-28.7816,-133.8248,-1.1266,22
1233.0,-27.9776,-133.2302,-1.1187,22
1234.0,-27.1822,-132.6242,-1.1109,22
1235.0,-26.3955,-132.0069,-1.1030,22
1236.0,-25.6177,-131.3784,-1.0951,22
1237.0,-24.8490,-130.7388,-1.0873,22
1238.0,-24.0894,-130.0884,-1.0794,22
1239.0,-23.3393,-129.4271,-1.0715,22
1240.0,-22.5986,-128.7553,-1.0636,22
1241.0,-21.8677,-128.0728,-1.0558,22
1242.0,-21.1465,-127.3801,-1.0479,22
1243.0,-20.4354,-126.6771,-1.0400,22
1244.0,-19.7343,-125.9640,-1.0322,22
1245.0,-19.0435,-125.2409,-1.0243,22
1246.0,-18.3631,-124.5081,-1.0164,22
1247.0,-17.6933,-123.7656,-1.0085,22
1248.0,-17.0341,-123.0137,-1.0007,22
1249.0,-16.3857,-122.2524,-0.9928,22
1250.0,-15.7483,-121.4819,-0.9849,22
1251.0,-15.1219,-120.7023,-0.9771,22
1252.0,-14.5068,-119.9139,-0.9692,22
1253.0,-13.9029,-119.1169,-0.9613,22
1254.0,-13.3106,-118.3112,-0.9534,22
1255.0,-12.7297,-117.4972,-0.9456,22
1256.0,-12.1606,-116.6750,-0.9377,22
1257.0,-11.6033,-115.8447,-0.9298,22
1258.0,-11.0579,-115.0065,-0.9220,22
1259.0,-10.5245,-114.1607,-0.9141,22
1260.0,-10.0033,-113.3073,-0.9062,22
1261.0,-9.4943,-112.4465,-0.8983,22
1262.0,-8.9976,-111.5786,-0.8905,22
1263.0,-8.5134,-110.7036,-0.8826,22
1264.0,-8.0418,-109.8219,-0.8747,22
1265.0,-7.5828,-108.9334,-0.8669,22
1266.0,-7.1365,-108.0385,-0.8590,22
1267.0,-6.7030,-107.1374,-0.8511,22
1268.0,-6.2825,-106.2301,-0.8432,22
1269.0,-5.8750,-105.3169,-0.8354,22
1270.0,-5.4806,-104.3980,-0.8275,22
1271.0,-5.0993,-103.4736,-0.8196,22
1272.0,-4.7313,-102.5437,-0.8118,22
1273.0,-4.3766,-101.6088,-0.8039,22
1274.0,-4.0353,-100.6688,-0.7960,22
1275.0,-3.7074,-99.7241,-0.7882,22
1276.0,-3.3931,-98.7748,-0.7803,22
1277.0,-3.0924,-97.8211,-0.7724,22
1278.0,-2.8053,-96.8632,-0.7645,22
1279.0,-2.5320,-95.9013,-0.7567,22
1280.0,-2.2724,-94.9356,-0.7488,22
1281.0,-2.0266,-93.9663,-0.7409,22
1282.0,-1.7947,-92.9936,-0.7331,22
1283.0,-1.5768,-92.0176,-0.7252,22
1284.0,-1.3727,-91.0387,-0.7173,22
1285.0,-1.1827,-90.0569,-0.7094,22
1286.0,-1.0068,-89.0725,-0.7016,22
1287.0,-0.8449,-88.0857,-0.6937,22
1288.0,-0.6971,-87.0967,-0.6858,22
1289.0,-0.5635,-86.1057,-0.6780,22
1290.0,-0.4441,-85.1128,-0.6701,22
1291.0,-0.3388,-84.1184,-0.6622,22
1292.0,-0.2478,-83.1226,-0.6543,22
1293.0,-0.1710,-82.1255,-0.6465,22
1294.0,-0.1084,-81.1275,-0.6386,22
1295.0,-0.0601,-80.1287,-0.6307,22
1296.0,-0.0261,-79.1293,-0.6229,22
1297.0,-0.0063,-78.1295,-0.6150,22
1298.0,-0.0009,-77.1295,-0.6071,22
1299.0,-0.0009,-76.1295,-0.5992,23
1300.0,-0.0009,-75.1295,-0.5914,23
1301.0,-0.0009,-74.1295,-0.5835,23
1302.0,-0.0009,-73.1295,-0.5756,23
1303.0,-0.0009,-72.1295,-0.5678,23
1304.0,-0.0009,-71.1295,-0.5599,23
1305.0,-0.0009,-70.1295,-0.5520,23
1306.0,-0.0009,-69.1295,-0.5441,23
1307.0,-0.0009,-68.1295,-0.5363,23
1308.0,-0.0009,-67.1295,-0.5284,23
1309.0,-0.0009,-66.1295,-0.5205,23
1310.0,-0.0009,-65.1295,-0.5127,23
1311.0,-0.0009,-64.1295,-0.5048,23
1312.0,-0.0009,-63.1295,-0.4969,23
1313.0,-0.0009,-62.1295,-0.4890,23
1314.0,-0.0009,-61.1295,-0.4812,23
1315.0,-0.0009,-60.1295,-0.4733,23
1316.0,-0.0009,-59.1295,-0.4654,23
1317.0,-0.0009,-58.1295,-0.4576,23
1318.0,-0.0009,-57.1295,-0.4497,23
1319.0,-0.0009,-56.1295,-0.4418,23
1320.0,-0.0009,-55.1295,-0.4340,23
1321.0,-0.0009,-54.1295,-0.4261,23
1322.0,-0.0009,-53.1295,-0.4182,23
1323.0,-0.0009,-52.1295,-0.4103,23
1324.0,-0.0009,-51.1295,-0.4025,23
1325.0,-0.0009,-50.1295,-0.3946,23
1326.0,-0.0009,-49.1295,-0.3867,23
1327.0,-0.0009,-48.1295,-0.3789,23
1328.0,-0.0009,-47.1295,-0.3710,23
1329.0,-0.0009,-46.1295,-0.3631,23
1330.0,-0.0009,-45.1295,-0.3552,23
1331.0,-0.0009,-44.1295,-0.3474,23
1332.0,-0.0009,-43.1295,-0.3395,23
1333.0,-0.0009,-42.1295,-0.3316,23
1334.0,-0.0009,-41.1295,-0.3238,23
1335.0,-0.0009,-40.1295,-0.3159,23
1336.0,-0.0009,-39.1295,-0.3080,23
1337.0,-0.0009,-38.1295,-0.3001,23
1338.0,-0.0009,-37.1295,-0.2923,23
1339.0,-0.0009,-36.1295,-0.2844,23
1340.0,-0.0009,-35.1295,-0.2765,23
1341.0,-0.0009,-34.1295,-0.2687,23
1342.0,-0.0009,-33.1295,-0.2608,23
1343.0,-0.0009,-32.1295,-0.2529,23
1344.0,-0.0009,-31.1295,-0.2450,23
1345.0,-0.0009,-30.1295,-0.2372,23
1346.0,-0.0009,-29.1295,-0.2293,23
1347.0,-0.0009,-28.1295,-0.2214,23
1348.0,-0.0009,-27.1295,-0.2136,23
1349.0,-0.0009,-26.1295,-0.2057,23
1350.0,-0.0009,-25.1295,-0.1978,23
1351.0,-0.0009,-24.1295,-0.1899,23
1352.0,-0.0009,-23.1295,-0.1821,23
1353.0,-0.0009,-22.1295,-0.1742,23
1354.0,-0.0009,-21.1295,-0.1663,23
1355.0,-0.0009,-20.1295,-0.1585,23
1356.0,-0.0009,-19.1295,-0.1506,23
1357.0,-0.0009,-18.1295,-0.1427,23
1358.0,-0.0009,-17.1295,-0.1348,23
1359.0,-0.0009,-16.1295,-0.1270,23
1360.0,-0.0009,-15.1295,-0.1191,23
1361.0,-0.0009,-14.1295,-0.1112,23
1362.0,-0.0009,-13.1295,-0.1034,23
1363.0,-0.0009,-12.1295,-0.0955,23
1364.0,-0.0009,-11.1295,-0.0876,23
1365.0,-0.0009,-10.1295,-0.0797,23
1366.0,-0.0009,-9.1295,-0.0719,23
1367.0,-0.0009,-8.1295,-0.0640,23
1368.0,-0.0009,-7.1295,-0.0561,23
1369.0,-0.0009,-6.1295,-0.0483,23
1370.0,-0.0009,-5.1295,-0.0404,23
1371.0,-0.0009,-4.1295,-0.0325,23
1372.0,-0.0009,-3.1295,-0.0247,23
1373.0,-0.0009,-2.1295,-0.0168,23
1374.0,-0.0009,-1.1295,-0.0089,23
1375.0,-0.0002,-0.1312,-0.0010,23
